,date,mean_chlor_a_x,mean_salinity,mean_sst_x,mean_sst_y,mean_water_velocity,system:time_start_x,mean_chlor_a_y,system:time_start_y,sst
0,2018-01-01,1.2350947467964657,31.489620711974112,5.38388058252427,4.562148889286792,0.0099734627831715,"Jan 1, 2018",9.543622950819671,"Jan 1, 2018",4.231
1,2018-01-02,1.3014174089230452,31.58061812297735,5.359880582524273,4.651142296395016,0.0014323624595469,"Jan 2, 2018",9.480065573770492,"Jan 2, 2018",4.317
2,2018-01-03,1.367740071049625,31.655824919093853,5.430893851132684,4.702198949292401,0.0535385113268608,"Jan 3, 2018",9.416508196721312,"Jan 3, 2018",4.3645
3,2018-01-04,1.4340627331762046,31.585069255663434,5.534758576051775,4.859428918107215,0.033946925566343,"Jan 4, 2018",9.352950819672131,"Jan 4, 2018",4.412
4,2018-01-05,1.4182925215467455,31.609270873786407,5.450230744336565,4.386940107015644,0.0343501618122977,"Jan 5, 2018",9.289393442622952,"Jan 5, 2018",3.655
5,2018-01-06,1.4025223099172865,31.3087006472492,5.422610032362458,4.001631027920785,0.0201618122977346,"Jan 6, 2018",9.22583606557377,"Jan 6, 2018",3.425
6,2018-01-07,1.3867520982878274,31.39241941747573,5.045488025889963,3.729714779526056,0.0044588996763754,"Jan 7, 2018",9.16227868852459,"Jan 7, 2018",3.236
7,2018-01-08,1.5444793846477112,31.703042718446603,4.65409546925566,3.713559631080932,0.0021618122977346,"Jan 8, 2018",9.09872131147541,"Jan 8, 2018",2.522
8,2018-01-09,0.637346091583524,31.91477475728156,4.160013268608415,3.760490190227999,0.0534456310679611,"Jan 9, 2018",9.03516393442623,"Jan 9, 2018",2.3925
9,2018-01-10,0.7446034513096821,31.95010355987056,3.684795792880252,3.984095151583529,0.03662071197411,"Jan 10, 2018",8.971606557377049,"Jan 10, 2018",2.263
10,2018-01-11,0.8518608110358402,31.948509385113272,3.597769255663429,4.119987512625639,0.0122970873786407,"Jan 11, 2018",8.908049180327868,"Jan 11, 2018",2.253
11,2018-01-12,0.9591181707619982,32.016496116504854,3.588472168284788,4.239733698450763,0.007,"Jan 12, 2018",8.84449180327869,"Jan 12, 2018",2.243
12,2018-01-13,1.0663755304881564,32.06887540453074,3.5000398058252387,4.024117231029714,0.0260132686084142,"Jan 13, 2018",8.780934426229507,"Jan 13, 2018",2.2329999999999997
13,2018-01-14,1.1736328902143145,32.115700323624594,3.2846074433656938,3.9263796338657415,0.0414588996763754,"Jan 14, 2018",8.717377049180328,"Jan 14, 2018",2.223
14,2018-01-15,1.2808902499404726,32.07006116504854,2.9920398058252395,3.931125565523448,0.0515252427184466,"Jan 15, 2018",8.653819672131148,"Jan 15, 2018",1.8295
15,2018-01-16,1.3881476096666308,30.76604563106796,2.9185860841423903,3.73863854465738,0.0062546925566343,"Jan 16, 2018",8.590262295081967,"Jan 16, 2018",1.436
16,2018-01-17,1.290943814999879,30.57348025889968,3.179858899676379,3.6400973794194025,0.0010530744336569,"Jan 17, 2018",8.526704918032788,"Jan 17, 2018",1.164
17,2018-01-18,1.1937400203331274,30.684058252427185,3.210630744336566,3.588588108925287,0.021257281553398,"Jan 18, 2018",8.463147540983606,"Jan 18, 2018",1.293
18,2018-01-19,1.0965362256663758,30.76103171521036,3.0894770226537176,3.5936035247548053,0.005,"Jan 19, 2018",8.399590163934427,"Jan 19, 2018",1.422
19,2018-01-20,0.9993324309996241,30.97288058252428,3.0826071197410947,3.5798305253316,0.0073368932038834,"Jan 20, 2018",8.336032786885246,"Jan 20, 2018",1.551
20,2018-01-21,0.9021286363328724,30.975875404530747,3.215944012944981,3.6517331812747575,0.0124588996763754,"Jan 21, 2018",8.272475409836066,"Jan 21, 2018",1.8124
21,2018-01-22,0.8049248416661207,31.062806472491918,3.229198705501613,3.760729903615256,0.0164588996763754,"Jan 22, 2018",8.208918032786885,"Jan 22, 2018",2.0738
22,2018-01-23,0.707721046999369,31.140466990291262,3.133196116504852,3.734489266383399,0.0020132686084142,"Jan 23, 2018",8.145360655737704,"Jan 23, 2018",2.3352
23,2018-01-24,0.6105172523326173,30.695441100323627,3.3171139158576004,3.9579981965135898,0.0049336569579288,"Jan 24, 2018",8.081803278688525,"Jan 24, 2018",2.5966
24,2018-01-25,0.5133134576658657,29.591122653721683,3.5180847896440106,4.208183562194748,0.0228116504854369,"Jan 25, 2018",8.018245901639343,"Jan 25, 2018",2.858
25,2018-01-26,0.416109662999114,29.514077022653723,3.72187249190938,4.489982451371108,0.0070132686084142,"Jan 26, 2018",7.954688524590164,"Jan 26, 2018",3.03
26,2018-01-27,0.6851228259253305,29.704742718446603,3.788156310679611,4.535108242330113,0.0054323624595469,"Jan 27, 2018",7.8911311475409835,"Jan 27, 2018",3.0751666666666666
27,2018-01-28,0.9541359888515469,29.999402912621363,3.986795469255657,4.653671044983358,0.0242042071197411,"Jan 28, 2018",7.827573770491803,"Jan 28, 2018",3.1203333333333334
28,2018-01-29,1.2231491517777635,30.11756796116505,4.4073605177993525,4.541777097050085,0.0481220064724919,"Jan 29, 2018",7.764016393442623,"Jan 29, 2018",3.1654999999999998
29,2018-01-30,1.49216231470398,30.0254430420712,4.716129773462777,4.24178706484812,0.0837692556634304,"Jan 30, 2018",7.7004590163934425,"Jan 30, 2018",3.2106666666666666
30,2018-01-31,1.4339694091221318,30.128469579288023,4.65450647249191,4.121487721485178,0.0113925566343042,"Jan 31, 2018",7.636901639344263,"Jan 31, 2018",3.2558333333333334
31,2018-02-01,1.3757765035402838,30.369235922330105,4.636657605177993,4.225367515587172,0.0159601941747572,"Feb 1, 2018",7.573344262295082,"Feb 1, 2018",3.301
32,2018-02-02,1.3175835979584356,30.48375339805825,4.648384466019413,4.343325420979265,0.0180928802588996,"Feb 2, 2018",7.5097868852459015,"Feb 2, 2018",3.0743333333333336
33,2018-02-03,1.2593906923765874,30.58348543689321,4.589787702265371,3.9971844396263054,0.0091750809061488,"Feb 3, 2018",7.446229508196722,"Feb 3, 2018",2.8476666666666666
34,2018-02-04,1.2011977867947392,30.716771844660197,4.280625889967634,3.742741210766962,0.0060265372168284,"Feb 4, 2018",7.382672131147541,"Feb 4, 2018",2.621
35,2018-02-05,1.143004881212891,30.894726860841423,3.7633155339805775,3.3431624441659484,0.0029734627831715,"Feb 5, 2018",7.3191147540983605,"Feb 5, 2018",2.487
